"latitude (UTM)", "longitude (UTM)", "total area (m*m)", "mounded area (m*m)", "total volume (m*m*m)", "volume mound (m*m*m)", "max elevation mound (m)"
4069018.8, 596133.24, 61500, 0, 0, NA, NA
4059142, 596133.88, 275000, 150, 0, 674.8, 4.5
4057898.3, 596139.95, 7025, 125, 0, 224.9075, 1.8
4072063.3, 596139.95, 92300, 6475, 22891.5, 13735.25, 2.12
4072125.8, 596142.28, 38375, 0, 1017.85, NA, NA
4107551.6, 596187.02, 111025, 31750, 126305, 75775, 2.38
4094217.2, 596188.07, 36975, 0, 0, NA, NA
4111673.3, 596194.95, 6800, 0, 1667.55, NA, NA
4112538, 596197.48, 107375, 0, 458475, NA, NA
4075993.6, 596230.15, 51650, 12425, 27277.5, 23862.75, 1.92
4105124.9, 596231.48, 45500, 0, 10693.25, NA, NA
4117411.1, 596274.6, 62875, 6400, 96527.5, 21276.25, 3.32
4074279.1, 596281.07, 60525, 0, 13974, NA, NA
4089862.4, 596300.7, 216525, 44500, 159815, 227402.5, 5.11
4070257.5, 596310.36, 34300, 700, 0, 1252.925, 1.79
4072229.7, 596355.03, 37800, 0, 0, NA, NA
4043448.3, 596362.67, 244250, 12825, 86525, 47752.5, 3.72
4063278.2, 596376.59, 26700, 50, 10732, 60.9725, 1.22
4092582.6, 596378.29, 69725, 2025, 0, 8960.25, 4.42
4064756.7, 596381.63, 102050, 57000, 342900, 303875, 5.34
4066404.5, 596397.82, 107750, 0, 74652.5, NA, NA
4106152.9, 596404.41, 99150, 14000, 97662.5, 45407.5, 3.24
4067322.6, 596435.17, 73300, 0, 0, NA, NA
4076613.7, 596438.68, 88150, 26000, 68345, 60500, 2.33
4092300.4, 596452.74, 52700, 2250, 55282.5, 12786, 5.68
4084018.3, 596459.95, 8025, 0, 0, NA, NA
4072111.3, 596478.07, 34275, 0, 0, NA, NA
4065370.4, 596568.16, 24975, 7500, 32482.5, 22810.75, 3.04
4069601.5, 596568.47, 245750, 61250, 230310, 211907.5, 3.46
4070074.4, 596603.31, 81550, 4050, 0, 10135, 2.5
4066056.4, 596626.3, 68200, 0, 0, NA, NA
4093454.8, 596657.76, 264850, 0, 0, NA, NA
4101013.2, 596694.32, 233525, 59000, 387800, 261925, 4.45
4078345, 596699.69, 44200, 0, 0, NA, NA
4065912.9, 596720.48, 21850, 1425, 19139.5, 3573.25, 2.51
4053070.8, 596730.38, 193750, 0, 0, NA, NA
4078253.3, 596764.95, 1850, 0, 0, NA, NA
4098219.2, 596771.52, 442300, 85500, 621200, 400425, 4.69
4057938.8, 596777.65, 108925, 0, 0, NA, NA
4060729.7, 596793.77, 29175, 0, 5042.75, NA, NA
4069775.9, 596796.5, 121500, 0, 0, NA, NA
4057051.7, 596798.24, 117300, 0, 0, NA, NA
4089052.2, 596820.88, 36500, 125, 22334.25, 320.175, 2.56
4066364.8, 596835.81, 202475, 96000, 897875, 876975, 9.14
4044973.3, 596837.71, 203600, 0, 0, NA, NA
4065377.8, 596851.86, 13200, 525, 0, 907.65, 1.73
4088464.2, 596866.78, 17675, 50, 0, 81.955, 1.64
4066906.8, 596880.09, 38300, 7175, 66555, 30445, 4.24
4106022.4, 596882.65, 106800, 16600, 169885, 68055, 4.1
4061107.8, 596890.63, 43550, 9425, 36555, 32542.5, 3.45
4059834.9, 596909.71, 57250, 5000, 0, 28242.5, 5.65
4084681.9, 596950.41, 95375, 11875, 0, 86467.5, 7.28
4115668.3, 596994.95, 7425, 475, 1538.325, 1979.65, 4.17
4111102.1, 597018.92, 381950, 35500, 205495, 319850, 9.02
4122827.3, 597071.23, 79450, 17750, 124857.5, 75375, 4.25
4059303.3, 597074.95, 8025, 0, 946.175, NA, NA
4121777.3, 597081.97, 95900, 0, 0, NA, NA
4120111.5, 597097.07, 158150, 1975, 0, 6844.75, 3.47
4063398.3, 597109.95, 8025, 0, 0, NA, NA
4068952.1, 597156.18, 567400, 97000, 675125, 552025, 5.69
4114230.3, 597306.92, 63775, 50, 43657.5, 482.9, 9.66
4117135.1, 597315.3, 154150, 26250, 271050, 89965, 3.42
4068853.3, 597319.95, 567400, 117500, 768075, 64335, 5.48
4091942, 597364.81, 200875, 3750, 0, 15054.25, 4.01
4061512.4, 597374.46, 37275, 5700, 32537.5, 13971.75, 2.45
4063508.3, 597379.95, 8025, 675, 4262.75, 1419.525, 2.1
4061968.5, 597401.94, 65275, 12375, 55050, 28352.5, 2.29
4067140.6, 597413.87, 86125, 9550, 111475, 42637.5, 4.46
4070679.8, 597419.81, 38725, 1450, 16266.25, 2569.75, 1.77
4049018.3, 597425.44, 79150, 16775, 79990, 63835, 3.81
4067608.2, 597444.67, 77400, 9175, 40937.5, 24988.75, 2.72
4065266.4, 597470.65, 222275, 83500, 384725, 304575, 3.65
4097576.3, 597484.84, 67950, 10900, 105535, 38647.5, 3.55
4080425.3, 597490.61, 125100, 12675, 88275, 35595, 2.81
4118898.3, 597577.77, 96400, 150, 30837.5, 633.4, 4.22
4104056.4, 597594.82, 137375, 29250, 148040, 74895, 2.57
4078343.3, 597594.95, 8025, 0, 2730.5, NA, NA
4067131.9, 597601.57, 37475, 1500, 31817.5, 5402.25, 3.6
4119249.4, 597601.68, 65000, 0, 0, NA, NA
4119457.6, 597608.87, 75450, 0, 0, NA, NA
4073423.3, 597614.95, 9150, 0, 4679.25, NA, NA
4115091, 597634.07, 198700, 1400, 0, 8449.75, 6.04
4111917, 597650.36, 174850, 2500, 0, 25415, 10.2
4089207.7, 597678.54, 13400, 3150, 20302, 8850, 2.81
4053567.8, 597691.16, 104200, 0, 0, NA, NA
4118120, 597723.16, 288425, 0, 0, NA, NA
4051095.8, 597747.89, 143000, 0, 0, NA, NA
4066681.7, 597750.01, 159400, 50250, 299450, 233082.5, 4.64
4063438.3, 597784.95, 6325, 0, 2790, NA, NA
4077145.1, 597829.07, 37025, 0, 415.925, NA, NA
4057639.2, 597854.56, 128725, 46000, 229240, 196447.5, 4.27
4106641.9, 597870.74, 114750, 22825, 179187.5, 85927.5, 3.76
4109687.7, 597873.37, 57900, 1400, 0, 7243, 5.17
4076121.9, 597893.25, 46225, 0, 8253.5, NA, NA
4110964.1, 597902.78, 782500, 124750, 1001525, 193675, 15.5
4064976.6, 597908.47, 50550, 6600, 50737.5, 18527.25, 2.81
4111662.4, 597924.38, 209075, 25, 0, 192.7275, 7.71
4067723.3, 597974.95, 8025, 0, 0, NA, NA
4062460.4, 597976.27, 28050, 8175, 42555, 19716.75, 2.41
4072516.6, 598000.6, 72650, 18675, 89397.5, 57355, 3.07
4079063.6, 598004.81, 64225, 14225, 103502.5, 48707.5, 3.42
4059336.2, 598028.69, 24700, 7100, 45940, 22253.5, 3.13
4102110.7, 598033.4, 91025, 0, 0, NA, NA
4075866.7, 598079.12, 87425, 2325, 19294.5, 4293.75, 1.85
4103295.4, 598079.27, 179800, 9350, 29902.5, 20478, 2.19
4073201.5, 598100.71, 68175, 0, 18421, NA, NA
4091013.4, 598118.97, 702725, 122000, 614675, 668000, 5.48
4070593.3, 598119.95, 62200, 0, 0, NA, NA
4065813.3, 598169.95, 15250, 50, 0, 148.5225, 2.97
4116838.2, 598188.88, 75300, 0, 0, NA, NA
4080046.1, 598191.13, 31650, 750, 23186.75, 1514.45, 2.02
4072223.3, 598219.95, 41175, 0, 0, NA, NA
4076890.6, 598225.24, 49175, 1075, 0, 1499.875, 1.4
4071534.8, 598228.21, 128600, 0, 0, NA, NA
4077853.3, 598239.95, 4075, 0, 0, NA, NA
4064491.6, 598257.4, 99350, 19900, 100192.5, 55280, 2.78
4061487.2, 598277.59, 31575, 1125, 1586.325, 3496, 3.11
4070324.9, 598281.51, 18000, 0, 4594.75, NA, NA
4069005.4, 598281.92, 115625, 6750, 64580, 15627.75, 2.32
4073838.3, 598304.95, 7875, 0, 0, NA, NA
4070928.1, 598305.2, 45125, 1575, 0, 3331.75, 2.12
4062240.4, 598311.9, 31575, 6175, 24679, 15037.5, 2.44
4061319.9, 598314.65, 39725, 9250, 77892.5, 36180, 3.91
4095325.7, 598323.92, 27400, 675, 0, 1957, 2.9
4065068.4, 598348.89, 40400, 0, 0, NA, NA
4077851.8, 598368.42, 20725, 1050, 0, 2599.25, 2.48
4070544, 598390.03, 39575, 675, 0, 1188.975, 1.76
4069954.3, 598406.22, 48750, 20875, 45930, 41982.5, 2.01
4077555.7, 598423.29, 17175, 0, 18771, NA, NA
4077102.2, 598435.89, 30675, 800, 0, 1116.9, 1.4
4065578.5, 598458.12, 22500, 0, 3427, NA, NA
4067478.4, 598498.73, 23975, 0, 4039.75, NA, NA
4075267.6, 598516.02, 11250, 0, 2675.25, NA, NA
4065364.6, 598517.97, 21025, 775, 0, 2054.225, 2.65
4094172.1, 598555.42, 97425, 16000, 85185, 47552.5, 2.97
4072718.3, 598559.95, 11525, 0, 5859, NA, NA
4116871.8, 598566.21, 115575, 0, 0, NA, NA
4079189.9, 598574.26, 16275, 6150, 20941, 14974, 2.43
4049713.4, 598595.12, 95150, 4600, 34952.5, 12243.25, 2.66
4087823.3, 598604.95, 6900, 0, 0, NA, NA
4071023.3, 598619.95, 16375, 0, 0, NA, NA
4077907.7, 598633.61, 120975, 1775, 9781.75, 3718.25, 2.09
4109369.4, 598634.98, 103350, 4050, 598525, 47112.5, 11.6
4059522.4, 598688.79, 28225, 0, 21092.75, NA, NA
4072458.3, 598689.95, 8025, 0, 4787.5, NA, NA
4069117.2, 598708.87, 37025, 6350, 18666.75, 11057.75, 1.74
4113104.3, 598719.52, 78600, 0, 0, NA, NA
4052313.3, 598727.8, 110950, 10450, 31817.5, 27892.5, 2.67
4067378.8, 598751.13, 22300, 225, 12744.5, 561.4, 2.5
4065109, 598800.38, 119750, 75, 0, 192.8425, 2.57
4041850.8, 598820.26, 109325, 0, 0, NA, NA
4115994.3, 598827.72, 161475, 43750, 190412.5, 152960, 3.49
4079122.8, 598925.06, 49775, 0, 0, NA, NA
4106743.2, 598933.05, 63450, 625, 43160, 2697.5, 4.32
4098098.1, 598933.16, 333275, 1600, 0, 5186.5, 3.24
4067188.3, 598939.95, 81700, 6150, 21115.5, 16509.5, 2.68
4111207.1, 598940.78, 80425, 0, 0, NA, NA
4108466.1, 598965.53, 189275, 23750, 1085925, 36370, 15.3
4101183.5, 598992, 129375, 24950, 113870, 69977.5, 2.8
4074255.9, 599039.38, 142000, 10425, 18077.5, 28245, 2.71
4044515.9, 599042.51, 85725, 325, 0, 1217.225, 3.75
4065206, 599042.76, 50100, 125, 9080.25, 294.9, 2.36
4069950.4, 599058.08, 3475, 0, 1603.3, NA, NA
4077816.9, 599068.45, 34500, 75, 4728, 134.5525, 1.79
4107590.2, 599071.21, 87400, 0, 39867.5, NA, NA
4064168.5, 599107.71, 71475, 1775, 0, 3671, 2.07
4063583.3, 599119.95, 3525, 0, 0, NA, NA
4066534.3, 599130.52, 20850, 0, 0, NA, NA
4080016, 599157.13, 86225, 31000, 97560, 69855, 2.26
4121683.3, 599165.35, 159000, 9050, 0, 33137.5, 3.66
4063484.7, 599224.16, 53850, 0, 0, NA, NA
4073723.3, 599224.95, 21450, 1225, 1523.525, 2152.425, 1.76
4067312.3, 599240.44, 14300, 2450, 7596.5, 3106.25, 1.27
4063972.1, 599255.27, 32100, 850, 6215.25, 1565.65, 1.84
4065300.3, 599256.38, 38925, 900, 11112.75, 2112.425, 2.35
4113600.4, 599264.91, 72850, 0, 0, NA, NA
4072315, 599286.17, 10100, 0, 0, NA, NA
4071168.3, 599299.95, 7450, 650, 3464.5, 864.3, 1.33
4067485.4, 599308.08, 17925, 0, 0, NA, NA
4065323.3, 599384.95, 46100, 75, 0, 196.68, 2.62
4091801.9, 599387.9, 128375, 750, 0, 3395.75, 4.53
4102698.9, 599405.85, 57025, 0, 27347.5, NA, NA
4056108, 599414.33, 86850, 0, 17688.25, NA, NA
4060566.2, 599427.06, 56225, 0, 5602, NA, NA
4070686.6, 599442.69, 24100, 0, 0, NA, NA
4073408.3, 599444.95, 8350, 275, 2399.55, 527.875, 1.92
4064384.6, 599456.13, 48300, 4325, 13086, 7050.75, 1.63
4060846.9, 599456.42, 113750, 30250, 146672.5, 105105, 3.46
4075073.4, 599460.2, 29100, 0, 13213.5, NA, NA
4109210.7, 599478.47, 75650, 0, 55670, NA, NA
4062281.7, 599478.78, 44125, 0, 0, NA, NA
4105229.9, 599518.95, 350125, 0, 0, NA, NA
4068857.3, 599533.45, 11575, 0, 2150.525, NA, NA
4051393.3, 599567.99, 66925, 23750, 122422.5, 88897.5, 3.74
4065953.4, 599582.12, 111750, 37250, 162080, 105972.5, 2.85
4073418.3, 599584.95, 9425, 0, 447.65, NA, NA
4105698.8, 599585.51, 49900, 650, 11192.5, 2472.625, 3.8
4071808, 599591.02, 22325, 0, 3404, NA, NA
4067273.3, 599599.95, 52000, 0, 10936.25, NA, NA
4073883.4, 599605.43, 11675, 100, 0, 235.6825, 2.36
4114456, 599636.29, 83650, 1225, 0, 5125.75, 4.18
4052680.8, 599675.24, 119650, 0, 0, NA, NA
4107591.8, 599701.65, 32275, 0, 0, NA, NA
4066568.3, 599734.95, 24950, 6925, 28582.5, 18051.5, 2.61
4066773.3, 599742.51, 17700, 0, 3562.75, NA, NA
4122686.6, 599749.27, 199725, 250, 71097.5, 903.65, 3.61
4059804.3, 599755.85, 170150, 15725, 14027.75, 50712.5, 3.22
4120228.1, 599764.43, 327875, 61750, 178875, 269475, 4.36
4082979.4, 599778.99, 204525, 41000, 380375, 197177.5, 4.81
4069457.1, 599779.91, 147025, 10650, 45497.5, 20899.5, 1.96
4116397, 599780.82, 319200, 0, 57650, NA, NA
4075518.8, 599792.72, 6200, 0, 3301, NA, NA
4086504.6, 599800.02, 283200, 0, 0, NA, NA
4067717.2, 599828.84, 12250, 0, 4239.5, NA, NA
4071171.1, 599843.29, 14500, 25, 2036.525, 34.2375, 1.37
4062002.6, 599864.95, 39075, 125, 8234.25, 237.7375, 1.9
4073528.3, 599899.95, 12625, 0, 0, NA, NA
4076353.3, 599904.95, 8025, 175, 1303.8, 359.5, 2.05
4115855.1, 599908.22, 220575, 1650, 0, 7510.25, 4.55
4066033.3, 599939.95, 6800, 0, 0, NA, NA
4070145.1, 599944.86, 23950, 0, 0, NA, NA
4119031.2, 599947.26, 136100, 4200, 19159.5, 13264.5, 3.16
4082430.5, 599948.58, 183200, 3200, 0, 20591.5, 6.43
4070547.3, 599980.21, 37250, 0, 11606.5, NA, NA
4071846.2, 600005.86, 132450, 6500, 19170, 13291, 2.04
4062503.3, 600019.95, 7450, 150, 0, 160.7525, 1.07
4088775.3, 600063, 296800, 91000, 735975, 448925, 4.93
4069849.2, 600066.67, 16900, 0, 7594.25, NA, NA
4075673.3, 600094.95, 8975, 0, 2855.75, NA, NA
4079271.7, 600098.39, 10025, 0, 5312, NA, NA
4077405.4, 600123.55, 29550, 3825, 19375.25, 9270.25, 2.42
4066950.8, 600124.95, 24175, 0, 11188.75, NA, NA
4058798.3, 600159.95, 7850, 0, 6303.25, NA, NA
4101633.3, 600159.95, 7350, 0, 0, NA, NA
4075699.8, 600171.53, 29775, 0, 14352.75, NA, NA
4119775.5, 600210.03, 166200, 10275, 40752.5, 38245, 3.72
4122953.3, 600234.95, 47825, 0, 0, NA, NA
4065058.1, 600239.44, 180850, 90000, 578300, 503850, 5.6
4094936, 600248.49, 340000, 40500, 30025, 152975, 3.77
4066018.9, 600261.15, 42675, 15250, 71375, 50445, 3.31
4073127.5, 600288.22, 29825, 1200, 0, 2705, 2.25
4060968.3, 600304.95, 7825, 0, 5558.75, NA, NA
4070570.2, 600305.85, 15825, 150, 7321.25, 274.75, 1.83
4076826.8, 600316.59, 40825, 0, 0, NA, NA
4107910.7, 600324.92, 218450, 0, 0, NA, NA
4089516.6, 600354.52, 25250, 75, 0, 166.27, 2.22
4051863.3, 600360.21, 103700, 36750, 182712.5, 155442.5, 4.24
4102980.3, 600400.88, 47300, 11725, 38485, 28617.5, 2.44
4079558.6, 600412.44, 56775, 20650, 90267.5, 72050, 3.49
4118076.4, 600418.02, 556750, 59500, 160080, 329850, 5.54
4066738.3, 600429.95, 46725, 0, 0, NA, NA
4104829.7, 600456.46, 47050, 2125, 122085, 17287.75, 8.14
4104244.3, 600460.23, 49525, 3875, 62382.5, 12550.75, 3.24
4090613.5, 600500.39, 48100, 1050, 0, 2732.75, 2.6
4108415.3, 600501.01, 81350, 475, 67855, 4014.25, 8.45
4082034.5, 600504.63, 75925, 12725, 221625, 76430, 6.01
4056675, 600517.65, 94500, 27500, 222792.5, 121202.5, 4.39
4081043.9, 600526.62, 165475, 15950, 23265.75, 54132.5, 3.39
4060073.9, 600644.02, 93550, 26000, 238947.5, 150095, 5.77
4066908.8, 600648.44, 9900, 3475, 5675.25, 4154.75, 1.2
4090036, 600651.73, 202500, 0, 126577.5, NA, NA
4103848.5, 600652.07, 32900, 6325, 25772.5, 16035.75, 2.54
4080340.7, 600659.32, 262175, 26750, 36860, 62980, 2.35
4091220.2, 600674.52, 455825, 172000, 1375850, 116197.5, 6.75
4075992.8, 600678.74, 198350, 73250, 275200, 203905, 2.78
4071673.3, 600704.95, 20375, 300, 5640.75, 515.625, 1.72
4065646.9, 600737.09, 107900, 35500, 239335, 161352.5, 4.54
4077388.3, 600774.95, 20025, 0, 0, NA, NA
4083054.5, 600780.1, 5000, 0, 0, NA, NA
4058148.5, 600809.1, 21375, 1250, 20150.5, 3902.25, 3.12
4115042.9, 600823.33, 383850, 150500, 869025, 932925, 6.2
4071792.6, 600894.12, 44150, 0, 18843.25, NA, NA
4084614, 600947.65, 159050, 47000, 249432.5, 218080, 4.65
4061381, 600981.08, 38625, 0, 21977, NA, NA
4058759.1, 600999.56, 66000, 7800, 11714.75, 23317.5, 2.99
4102855, 601015.36, 105700, 225, 152252.5, 1042.45, 4.63
4070801.5, 601017.01, 253525, 93000, 444225, 309175, 3.33
4107489.7, 601041.27, 154175, 0, 0, NA, NA
4108769.3, 601044.69, 357850, 58750, 1960325, 75850, 12.9
4089286.5, 601068.59, 313500, 129750, 1080650, 82550, 6.36
4070447.1, 601073.79, 63300, 0, 0, NA, NA
4060304.2, 601090.75, 24700, 3500, 38737.5, 12622.5, 3.61
4065322.6, 601105.55, 84875, 0, 72292.5, NA, NA
4077211.4, 601141.88, 14850, 0, 2349.875, NA, NA
4070290, 601190.93, 34750, 1150, 9326.75, 1898.725, 1.65
4081312.8, 601216.55, 45975, 1025, 0, 3240.5, 3.16
4085844.1, 601224.07, 421775, 29000, 277425, 126552.5, 4.36
4079254.5, 601238.89, 27150, 5150, 7763.5, 19521.25, 3.79
4078842.5, 601277.93, 69425, 19450, 75895, 38940, 2
4070455, 601277.97, 47225, 1175, 0, 2340.7, 1.99
4061405.2, 601281.42, 7200, 225, 411.75, 372.85, 1.66
4065301.8, 601339.18, 67300, 5725, 81477.5, 15412.5, 2.69
4060466.6, 601340.59, 21575, 75, 0, 137.0125, 1.83
4070003.3, 601349.95, 10750, 0, 0, NA, NA
4116550.3, 601356.69, 415825, 89500, 287700, 351850, 3.93
4050338.3, 601357.66, 251850, 47500, 334400, 208625, 4.39
4064443.1, 601409.67, 46525, 11400, 30265, 24506.5, 2.15
4100172.6, 601410.51, 333825, 50, 0, 247.5575, 4.95
4089979.5, 601418.62, 492600, 176250, 1762500, 113195, 6.42
4076616, 601480.86, 51925, 3600, 35615, 8881.25, 2.47
4094157.1, 601483.64, 47900, 20825, 63997.5, 63417.5, 3.05
4079399.7, 601535.35, 36625, 6350, 26537.5, 12519.75, 1.97
