"latitude (UTM)", "longitude (UTM)", "total area (m*m)", "mounded area (m*m)", "total volume (m*m*m)", "volume mound (m*m*m)", "max elevation mound (m)"
4064088.3, 732857.78, 141825, 6500, 20052.25, 10341.25, 1.59
4084948.3, 732920.48, 72150, 0, 390.95, NA, NA
4094790.9, 732925.62, 127400, 7050, 114787.5, 28472.5, 4.04
4088488.3, 732930.47, 44925, 0, 1173.95, NA, NA
4070163.3, 732935.44, 204750, 2350, 65427.5, 4578.25, 1.95
4076640.8, 732942.93, 109625, 0, 0, NA, NA
4094276.8, 732962.36, 47925, 20775, 73227.5, 59310, 2.85
4093058.7, 732994.94, 48325, 14275, 47232.5, 31692.5, 2.22
4094566, 733014.96, 39525, 0, 0, NA, NA
4084918.3, 733024.95, 1625, 0, 585.475, NA, NA
4064695.9, 733037.72, 453875, 46750, 42530, 102452.5, 2.19
4087033.3, 733064.95, 7800, 0, 1953.875, NA, NA
4093953.3, 733066.73, 148375, 38250, 211037.5, 131545, 3.44
4091758.5, 733106.11, 13500, 250, 0, 356.875, 1.43
4099211.1, 733125.05, 143825, 2000, 0, 4697.5, 2.35
4108931, 733155.92, 99800, 875, 0, 1829.7, 2.09
4083240.8, 733160.5, 101650, 16000, 69292.5, 35520, 2.22
4109135.7, 733171.77, 21925, 0, 0, NA, NA
4053242.9, 733201.5, 151375, 7500, 59870, 17812, 2.37
4117310.8, 733210.4, 161475, 1425, 0, 12958.5, 9.09
4067800.8, 733217.81, 343425, 14250, 0, 24359.25, 1.71
4101108.3, 733256.92, 525625, 82250, 9635.25, 313200, 3.8
4113361.7, 733319.29, 184825, 59750, 325050, 228745, 3.83
4102039.7, 733350.07, 477800, 205500, 1103175, 818225, 3.98
4095334.7, 733360.43, 39175, 0, 3087.5, NA, NA
4094076.3, 733425.38, 63275, 0, 0, NA, NA
4071915.8, 733445.24, 94550, 3250, 20600.75, 5956.25, 1.83
4104811, 733480.19, 83100, 0, 0, NA, NA
4044860.8, 733507.75, 36175, 700, 17338, 2432.075, 3.47
4110564.6, 733516.65, 30450, 12075, 111650, 97982.5, 8.11
4078528.3, 733535.14, 841275, 154000, 349575, 432300, 2.81
4095145.2, 733633.74, 122175, 0, 0, NA, NA
4055828.3, 733635.43, 99250, 0, 38480, NA, NA
4113040.8, 733640.23, 90725, 0, 0, NA, NA
4112389, 733688.17, 86000, 225, 0, 650.55, 2.89
4086152.4, 733689.1, 1018875, 146750, 120697.5, 688025, 4.69
4091180, 733719.55, 355275, 68500, 44662.5, 154742.5, 2.25
4082255.8, 733720.26, 73075, 2075, 55117.5, 4519.75, 2.18
4106859.5, 733741.75, 245825, 0, 0, NA, NA
4057515.9, 733742.79, 53275, 6600, 17044.75, 12023.5, 1.82
4111209.4, 733769.97, 150225, 3275, 31862.5, 7461.25, 2.28
4094601.6, 733783.61, 137125, 32000, 166270, 98777.5, 3.1
4056315.9, 733800.19, 472325, 193250, 933050, 929075, 4.81
4089873.3, 733812.67, 74250, 150, 1583.35, 225.56, 1.5
4091773.7, 733832.12, 14475, 0, 2023.55, NA, NA
4091925, 733898.26, 29725, 0, 1016.4, NA, NA
4064950.2, 733937.27, 503825, 64250, 94810, 156530, 2.44
4092513.3, 733960.25, 68700, 10175, 49032.5, 21669.5, 2.13
4060168.3, 733979.95, 7600, 0, 1519.225, NA, NA
4096930.8, 734002.72, 94325, 0, 36977.5, NA, NA
4072443.3, 734034.95, 6475, 0, 0, NA, NA
4096573.3, 734040.53, 144575, 750, 36820, 1911.8, 2.55
4097710.8, 734065.7, 47825, 350, 8304, 486.9, 1.39
4075750.9, 734077.64, 286050, 70000, 271875, 288175, 4.11
4081003.3, 734080.38, 233900, 24675, 11348.25, 51307.5, 2.08
4099512.2, 734117.04, 40300, 375, 0, 839.25, 2.24
4097903.3, 734135.55, 51725, 4600, 20711.5, 9823.25, 2.14
4087943.3, 734142.68, 116725, 675, 2110.5, 1519.875, 2.25
4076800.8, 734142.73, 43525, 1775, 30700, 3285.5, 1.85
4087948.3, 734144.95, 96250, 0, 0, NA, NA
4098130.8, 734210.3, 45425, 0, 14707.75, NA, NA
4091835.8, 734225.33, 71225, 25, 0, 42.295, 1.69
4073870.8, 734248.09, 44200, 5900, 24978.25, 10661.75, 1.81
4098478.3, 734252.8, 85900, 6825, 33995, 16900.5, 2.48
4111228.3, 734255.54, 56225, 0, 7403.5, NA, NA
4114896, 734260.11, 155875, 40500, 160620, 217570, 5.36
4097283.3, 734263.4, 26075, 1525, 14728, 2848.75, 1.87
4097473.5, 734268.21, 24750, 1100, 8747.75, 1291.075, 1.17
4092575.7, 734275.87, 24250, 0, 0, NA, NA
4069383.3, 734313.07, 96425, 0, 943.175, NA, NA
4101635, 734318.99, 19200, 0, 7157.75, NA, NA
4082745.8, 734362.74, 50250, 1375, 3012, 2671, 1.94
4099591.9, 734372.32, 52900, 1800, 2357.675, 4231.75, 2.35
4096702.1, 734466.23, 354625, 53750, 406175, 215222.5, 4.01
4091518.6, 734484.21, 162700, 29500, 106887.5, 81317.5, 2.76
4107065.3, 734486.08, 39175, 4025, 60065, 21449, 5.33
4071790.9, 734522.61, 340675, 79500, 196687.5, 231997.5, 2.92
4118808.3, 734550.31, 17225, 400, 62795, 5344.5, 13.4
4092005.5, 734560.6, 55550, 10650, 49880, 24787.25, 2.33
4115623.3, 734688.02, 140000, 10400, 144157.5, 39632.5, 3.81
4094685.8, 734722.77, 105800, 16300, 93790, 40052.5, 2.46
4100649.9, 734733.48, 57250, 225, 0, 469.875, 2.09
4094678.3, 734764.95, 105800, 17625, 78215, 39897.5, 2.26
4051245.8, 734777.73, 445275, 77250, 235300, 131652.5, 1.71
4051163.3, 734784.95, 445275, 65500, 231767.5, 115160, 1.76
4100805.2, 734787.47, 29125, 4700, 12986.75, 8659.25, 1.84
4086585.8, 734837.74, 91725, 2525, 0, 2845.75, 1.13
4095150.8, 734883, 98975, 11750, 58570, 28062.5, 2.39
4094015.8, 734900.51, 77500, 3375, 57272.5, 8928.75, 2.65
4066063.3, 734905.39, 105100, 71750, 198622.5, 189920, 2.65
4109212.2, 734906.62, 158075, 22425, 151697.5, 81697.5, 3.64
4058645.8, 734915.13, 451575, 45000, 208355, 108312.5, 2.41
4109655.8, 734940.3, 105550, 2300, 0, 5404.5, 2.35
4096523.2, 734962.59, 263125, 2025, 0, 6375.75, 3.15
4092438, 734978.89, 460400, 111000, 512025, 454950, 4.1
4096428.3, 734989.95, 263125, 2975, 0, 8827, 2.97
4088120.8, 735000.35, 185125, 63250, 172837.5, 127567.5, 2.02
4076205.8, 735007.7, 61625, 0, 2044.4, NA, NA
4080488.3, 735013.15, 115500, 4550, 24977.5, 6790.5, 1.49
4097458.5, 735015.93, 79500, 11650, 91742.5, 52005, 4.46
4100577.7, 735033.33, 53450, 500, 0, 1396.55, 2.79
4055915.8, 735050.37, 305450, 8950, 38092.5, 16419, 1.83
4079048.3, 735057.85, 103275, 9100, 38655, 18092.25, 1.99
4114258.3, 735069.95, 7900, 0, 0, NA, NA
4067625.8, 735070.66, 87775, 0, 0, NA, NA
4100864.6, 735115.89, 28450, 700, 1663.575, 1157.475, 1.65
4060043.3, 735170.45, 142125, 1575, 86.85, 2586.75, 1.64
4115651.5, 735187.94, 145025, 2925, 0, 12074.75, 4.13
4097870.6, 735198.1, 51775, 0, 0, NA, NA
4082875.8, 735202.68, 322800, 6975, 0, 28612.5, 4.1
4095366.3, 735300.72, 45675, 2125, 22901.25, 3835.25, 1.8
4087245.8, 735327.93, 123375, 0, 0, NA, NA
4101602.6, 735330.13, 350875, 16150, 0, 103937.5, 6.44
4104389.7, 735332.28, 60775, 450, 33185, 1868.75, 4.15
4107193.3, 735334.95, 13450, 125, 33367.5, 1189.875, 9.52
4082848.3, 735369.95, 322800, 7775, 0, 25872.5, 3.33
4093386, 735435.19, 70750, 1975, 9942.75, 2699.25, 1.37
4099314.8, 735455.98, 48825, 625, 31885, 1431.05, 2.29
4095635.2, 735489.6, 23625, 0, 0, NA, NA
4064900.8, 735507.7, 80200, 6500, 7800.75, 14497.25, 2.23
4064143.3, 735525.86, 121825, 0, 24756.75, NA, NA
4053195.9, 735540.55, 58000, 17950, 36492.5, 35377.5, 1.97
4098538.8, 735604.62, 189025, 1575, 0, 7589.25, 4.82
4098080.6, 735606.18, 343950, 17925, 0, 73062.5, 4.08
4070478.3, 735622.71, 86025, 0, 2769.5, NA, NA
4081660.8, 735660.93, 82875, 3325, 14309.5, 5974.75, 1.8
4094978.4, 735670.49, 78250, 3600, 22110.75, 11024.25, 3.06
4114240.6, 735679.37, 158650, 350, 0, 942.225, 2.69
4095296.7, 735693.68, 61250, 800, 56737.5, 1791.375, 2.24
4113721.4, 735694.66, 102275, 2625, 0, 7188, 2.74
4087528.3, 735712.98, 185450, 1475, 0, 3316.25, 2.25
4077878.3, 735719.95, 5425, 0, 0, NA, NA
4095808.3, 735760.23, 63975, 775, 40335, 1517.75, 1.96
4096748.3, 735767.82, 67175, 1675, 44392.5, 3794.5, 2.27
4097165.9, 735780.29, 104675, 4600, 63200, 13608.25, 2.96
4118920.8, 735785.44, 83375, 3200, 215360, 23343.25, 7.29
4099408.3, 735795.33, 108700, 14425, 127205, 49702.5, 3.45
4094213.3, 735817.63, 115000, 3325, 76155, 7563.5, 2.27
4106840.5, 735875.31, 199425, 1875, 106670, 17033, 9.08
4098404.6, 735883.63, 81200, 0, 0, NA, NA
4065118.3, 735887.63, 93200, 27750, 67987.5, 50120, 1.81
4096270.8, 735967.78, 70800, 50, 0, 93.385, 1.87
4083653.3, 735969.95, 47475, 5375, 0, 11517.25, 2.14
4095637.4, 735988.34, 35250, 2650, 9579, 3652, 1.38
4114968.3, 736009.95, 8025, 775, 6956.5, 2024.2, 2.61
4098590.9, 736025.24, 84925, 0, 7359.75, NA, NA
4088625.9, 736064.34, 455150, 91000, 412725, 502325, 5.53
4079863.4, 736065.36, 319700, 41500, 38022.5, 74985, 1.81
4069588.3, 736090.41, 57150, 1175, 10998.5, 2789.25, 2.37
4094324.2, 736105.91, 15975, 0, 2857, NA, NA
4064545.8, 736133.01, 25375, 6300, 13771.75, 9990.75, 1.59
4079903.3, 736134.95, 319700, 43750, 40920, 78670, 1.8
4086978.3, 736150.09, 22925, 0, 0, NA, NA
4083393.3, 736153.03, 68400, 675, 22496, 1758.825, 2.61
4099032.4, 736157.09, 69450, 2275, 0, 8059, 3.54
4084495.9, 736167.92, 349425, 9125, 0, 18320, 2.01
4095964.9, 736170.76, 17900, 0, 0, NA, NA
4075180.8, 736172.99, 236975, 39500, 79152.5, 137147.5, 3.47
4085278.3, 736177.85, 44575, 3000, 8378.25, 4008, 1.34
4116981.6, 736219.42, 58650, 100, 0, 400.4, 4
4087238.4, 736220.26, 51650, 0, 0, NA, NA
4096563.3, 736246.39, 18075, 0, 0, NA, NA
4067430.8, 736272.81, 46800, 0, 32287.5, NA, NA
4067863.3, 736290.44, 89300, 14575, 13137.5, 27312.5, 1.87
4076385.8, 736300.33, 214975, 40000, 111055, 83405, 2.08
4119542.5, 736306.77, 67250, 75, 0, 782.025, 10.4
4083145.8, 736315.68, 31250, 9375, 20899, 23326.5, 2.49
4101703.7, 736351.81, 122250, 300, 0, 1237.275, 4.12
4049405.8, 736457.87, 371175, 59750, 354875, 249722.5, 4.17
4068150.9, 736500.45, 137500, 14225, 10788.75, 32787.5, 2.3
4094008.3, 736520.55, 67900, 3200, 0, 7576.5, 2.37
4083488.3, 736522.73, 53675, 5725, 15931.75, 12182.75, 2.13
4077108.3, 736529.95, 29950, 0, 5689.5, NA, NA
4093506.8, 736550.09, 118350, 47000, 151365, 117192.5, 2.5
4102777.8, 736568.26, 56650, 0, 704.675, NA, NA
4100106, 736574.4, 97950, 6025, 44785, 13120, 2.18
4077848.4, 736580.34, 494075, 47500, 19983.5, 94092.5, 1.98
4089817.2, 736587.02, 186650, 13800, 86257.5, 43012.5, 3.12
4074168.3, 736612.87, 264350, 21150, 26812.5, 51650, 2.44
4073728.4, 736615.2, 164400, 5150, 60987.5, 10482.25, 2.04
4097400.8, 736620.36, 86750, 29250, 124932.5, 78372.5, 2.68
4047503.3, 736634.95, 8000, 0, 3779.5, NA, NA
4087793.4, 736640.49, 62325, 325, 0, 502.325, 1.55
4081293.3, 736643.06, 64125, 3975, 0, 6643.75, 1.67
4089305.6, 736647.79, 300150, 17125, 0, 41110, 2.4
4094172.7, 736664.73, 44925, 275, 30875, 638.425, 2.32
4094423.2, 736667.51, 34650, 1125, 14224.25, 3788.25, 3.37
4087803.3, 736679.95, 62325, 0, 0, NA, NA
4069443.3, 736680.58, 61425, 0, 4783.5, NA, NA
4082793.4, 736705.26, 48175, 12675, 34100, 23433, 1.85
4098865, 736786.5, 17475, 2150, 3280.75, 3956.5, 1.84
4084353.3, 736789.95, 3675, 0, 212.4775, NA, NA
4102952.8, 736793.93, 162900, 525, 0, 2485.525, 4.73
4065034.8, 736804.43, 325375, 35750, 112070, 79230, 2.22
4045875.8, 736805.4, 26125, 875, 21273, 2150.675, 2.46
4100839.5, 736849.97, 62900, 10350, 36975, 20596.75, 1.99
4102590.2, 736855.58, 108000, 6225, 62050, 33245, 5.34
4114823.3, 736874.95, 6400, 0, 2374.925, NA, NA
4086785.6, 736896.58, 458475, 48000, 0, 137872.5, 2.88
4100272.4, 736901.81, 54000, 0, 29347.5, NA, NA
4079628.2, 736905.51, 157125, 900, 0, 1429.825, 1.59
4097762.5, 736946.87, 58375, 2075, 36175, 4309.75, 2.08
4098688.3, 736957.96, 93950, 14950, 55875, 25865, 1.73
4116043.3, 736984.95, 17975, 375, 7148.5, 1116.725, 2.98
4087568.3, 737010.3, 21975, 0, 18153.5, NA, NA
4097217.6, 737013.59, 34275, 0, 0, NA, NA
4065658.3, 737020.35, 71650, 0, 0, NA, NA
4118260.6, 737033.89, 75425, 0, 0, NA, NA
4076638.3, 737045.69, 91275, 0, 0, NA, NA
4099440.1, 737056.2, 27050, 4200, 9737.25, 8741.5, 2.08
4116833.3, 737099.95, 6850, 0, 0, NA, NA
4084678.3, 737115.66, 56675, 0, 0, NA, NA
4101284.4, 737131.11, 65850, 5125, 46170, 10639.75, 2.08
4075968.3, 737135.36, 71475, 13800, 20648.75, 25930, 1.88
4061265.8, 737142.75, 55275, 0, 0, NA, NA
4074468.3, 737184.95, 33625, 575, 0, 886.525, 1.54
4102471.7, 737190.69, 44050, 525, 0, 1765.775, 3.36
4056270.8, 737230.41, 101050, 6900, 46192.5, 16530, 2.4
4083703.3, 737275.46, 53125, 0, 3310.5, NA, NA
4072353.3, 737280.41, 54750, 5450, 0, 5283.75, 0.969
4077973.3, 737284.95, 28625, 2450, 3693.5, 2883, 1.18
4099073.6, 737302.84, 191550, 63000, 182872.5, 145487.5, 2.3
4094675.8, 737318.92, 36875, 200, 0, 408.9, 2.04
4065513.3, 737378.16, 138475, 12150, 54097.5, 22463.25, 1.85
4064955.8, 737380.43, 46575, 0, 0, NA, NA
4116182.9, 737380.84, 185850, 14150, 120060, 46402.5, 3.28
4061385.8, 737398.01, 7275, 0, 3706.5, NA, NA
4094872.8, 737400.77, 57025, 6175, 46232.5, 17201, 2.79
4088173.3, 737475.09, 153675, 150, 0, 269.45, 1.8
4082883.3, 737475.47, 77650, 1975, 54755, 3974.75, 2.01
4098068.3, 737487.73, 43875, 725, 18379.5, 1992.025, 2.75
4087743.7, 737491.24, 140650, 1100, 0, 1969.55, 1.79
4068943.3, 737497.79, 43900, 0, 1489.925, NA, NA
4090586.6, 737499.46, 103000, 275, 5313.25, 544.65, 1.98
4081853.4, 737520.26, 545025, 217000, 810425, 756975, 3.49
4078433.3, 737534.95, 8025, 300, 3590.75, 380.425, 1.27
4075683.3, 737542.83, 36450, 0, 0, NA, NA
4089218.3, 737545.62, 16200, 0, 0, NA, NA
4115365.8, 737554.95, 20025, 0, 0, NA, NA
4103695.9, 737583.83, 65150, 5925, 47387.5, 19012.5, 3.21
4073408.3, 737604.95, 7375, 0, 0, NA, NA
4097611.3, 737606.52, 88050, 100, 93067.5, 283.725, 2.84
4070733.3, 737642.66, 66900, 0, 3553.75, NA, NA
4093808.3, 737653.65, 105725, 7675, 50312.5, 18851.75, 2.46
4095317.1, 737669.63, 27475, 0, 0, NA, NA
4076726.8, 737686.2, 123075, 17875, 41195, 33790, 1.89
4044710.9, 737697.6, 277025, 2750, 0, 18046.75, 6.56
4083068.3, 737700.54, 47200, 4150, 35835, 7776, 1.87
4077143.3, 737714.95, 14975, 4300, 3775, 9176.75, 2.13
4064963.3, 737730.52, 100850, 0, 0, NA, NA
4097325.8, 737742.75, 87925, 150, 0, 388.55, 2.59
4102947.7, 737781.12, 26625, 1300, 14881, 2467.375, 1.9
4091283.3, 737784.67, 590400, 23475, 7183.75, 43112.5, 1.84
4085303.3, 737784.95, 8025, 0, 0, NA, NA
4070038.3, 737790.55, 28650, 0, 0, NA, NA
4064768.3, 737794.95, 77300, 0, 35295, NA, NA
4094160, 737799.63, 175050, 39500, 144645, 88300, 2.24
4072363.3, 737822.77, 46550, 0, 0, NA, NA
4069635.8, 737827.69, 52575, 4450, 0, 8965.25, 2.01
4110725.8, 737877.86, 146175, 50, 0, 316.4, 6.33
4069333.3, 737905.45, 92050, 10575, 54045, 23506.25, 2.22
4117113.3, 737914.95, 7950, 150, 4137.25, 271.9, 1.81
4097790.8, 737922.94, 30025, 1475, 21704, 2956.25, 2
4086665.3, 737962.45, 14650, 0, 1982.975, NA, NA
4096760.8, 738014.95, 48225, 425, 18708, 786.8, 1.85
4110278.7, 738062.66, 155325, 8450, 192365, 38337.5, 4.54
4112590.2, 738090.77, 292700, 16125, 181515, 66460, 4.12
4096391.8, 738108.93, 131350, 0, 28470, NA, NA
4069023.3, 738112.77, 44200, 0, 0, NA, NA
4094800, 738124.35, 109450, 6900, 23379.75, 13416, 1.94
4095815.8, 738137.87, 74275, 8250, 35817.5, 17139.25, 2.08
4065195.8, 738152.68, 80900, 0, 13820.5, NA, NA
4097609.5, 738161.05, 6875, 0, 0, NA, NA
4064851, 738197.34, 43325, 0, 0, NA, NA
4100260.3, 738313.91, 579000, 46000, 108092.5, 218540, 4.74
4057198.4, 738327.75, 264250, 27000, 27170, 85957.5, 3.17
4073403.3, 738345.17, 110775, 24775, 89692.5, 75247.5, 3.04
4086960.8, 738367.69, 14375, 0, 12410.75, NA, NA
4072250.9, 738372.76, 559925, 120250, 337275, 321925, 2.68
4089308.3, 738397.91, 71475, 0, 28312.5, NA, NA
4071713.3, 738400.58, 55800, 0, 0, NA, NA
4067873.4, 738420.34, 217175, 150, 0, 351, 2.34
4108472, 738440.62, 37000, 325, 3921, 1104.25, 3.4
4084523.3, 738450.2, 185650, 23900, 68760, 53257.5, 2.23
4106609.9, 738525, 120400, 27500, 224897.5, 120250, 4.36
4109563.4, 738526.5, 61375, 1000, 0, 3283, 3.28
4079393.3, 738540.43, 184250, 27000, 43617.5, 71372.5, 2.63
4074508.3, 738555.46, 73825, 1850, 0, 3140.5, 1.7
4093870.8, 738559.58, 49250, 0, 0, NA, NA
4089770.8, 738620.3, 37875, 0, 7068.75, NA, NA
4079408.3, 738659.95, 184250, 25000, 37685, 66817.5, 2.66
4094527.9, 738724.3, 29975, 5850, 26520, 12990.75, 2.22
4109577.1, 738736.3, 20375, 0, 17782.25, NA, NA
4093148.3, 738757.64, 30275, 4800, 29310, 14126, 2.94
4097136.1, 738782.25, 17350, 950, 0, 1744.9, 1.84
4085803.4, 738797.78, 538025, 22225, 0, 53217.5, 2.39
4087490.8, 738809.95, 10275, 0, 2688.75, NA, NA
4054875.8, 738810.34, 59400, 1600, 0, 3328, 2.08
4099358.3, 738854.95, 7650, 0, 0, NA, NA
4088615.8, 738857.67, 35125, 4350, 15236.25, 6354.25, 1.46
4066815.8, 738862.99, 65775, 15350, 44970, 26405, 1.72
4095773.3, 738872.74, 52775, 4450, 9893, 7218, 1.62
4053888.3, 738900.65, 97950, 0, 0, NA, NA
4109870.8, 738905.19, 172675, 0, 0, NA, NA
4096363.6, 738929.12, 63175, 11450, 25032.5, 18386, 1.61
4052918.3, 738935.4, 99600, 8925, 0, 16099.75, 1.8
4103590.6, 738946.62, 319250, 101500, 381975, 252875, 2.49
4105003.3, 738974.95, 391600, 156750, 1468900, 1084000, 6.92
4083395.8, 738992.68, 537225, 114500, 344400, 352250, 3.08
4117935.9, 738995.93, 570800, 35000, 0, 242730, 6.93
4092770.8, 739007.82, 32975, 0, 0, NA, NA
4074760.8, 739015.57, 39750, 0, 0, NA, NA
4059673.3, 739059.95, 494875, 56000, 325350, 147912.5, 2.64
4069403.3, 739105.15, 38600, 3850, 18609.5, 6378.75, 1.66
4086913.3, 739114.95, 7575, 0, 0, NA, NA
4059770.9, 739130.29, 494875, 53500, 313675, 140960, 2.63
4094503, 739134.83, 14225, 0, 0, NA, NA
4113051.8, 739136.89, 160600, 6475, 370625, 37390, 5.77
4078090.8, 739155.4, 250550, 23050, 0, 54920, 2.38
4090930.8, 739180.52, 72300, 1700, 52930, 3296.5, 1.94
4088853.3, 739184.95, 17725, 0, 5611.25, NA, NA
4088048.3, 739200.02, 34725, 1850, 638.35, 2467.925, 1.33
4111600.8, 739205.07, 105700, 0, 0, NA, NA
4082193.3, 739209.95, 7450, 0, 3969.5, NA, NA
4070210.8, 739212.69, 85850, 0, 30555, NA, NA
4111207.1, 739229.11, 130725, 21500, 294325, 158290, 7.36
4084928.3, 739249.95, 7875, 0, 0, NA, NA
4081428.3, 739274.95, 7700, 2575, 5622.25, 3756.75, 1.46
4096953, 739277.65, 15750, 250, 15834.25, 583.975, 2.34
4095175.8, 739285.39, 105150, 875, 0, 1245.725, 1.42
4120851, 739307.5, 158950, 11925, 265975, 66522.5, 5.58
4088205.8, 739322.67, 49525, 2700, 12734, 5476.5, 2.03
4084363.3, 739344.95, 6925, 0, 0, NA, NA
4055245.9, 739350.28, 261300, 29750, 109765, 56342.5, 1.89
4116363.3, 739354.52, 83725, 950, 21758.5, 2151.825, 2.27
4106791, 739360.93, 82725, 225, 0, 646.375, 2.87
4055193.3, 739394.95, 261300, 29750, 100525, 55035, 1.84
4101477.8, 739399.89, 37550, 14650, 55485, 49455, 3.38
4073183.3, 739405.42, 49050, 3375, 0, 6279.75, 1.86
4092943.3, 739410.16, 58125, 300, 0, 501.425, 1.67
4072118.3, 739415.02, 44200, 0, 0, NA, NA
4115058.3, 739467.8, 64100, 0, 13753.75, NA, NA
4070835.8, 739472.74, 71450, 13975, 47217.5, 35755, 2.56
4109432.5, 739519.53, 86425, 900, 0, 2719.25, 3.02
4056740.8, 739545.23, 81025, 13625, 32625, 22463.25, 1.65
4112383.3, 739595.59, 87575, 0, 0, NA, NA
4082833.3, 739609.95, 3050, 175, 0, 178.2, 1.02
4093080.8, 739632.84, 83600, 4150, 36397.5, 8844.25, 2.13
4069465.9, 739642.7, 379975, 67500, 177290, 150232.5, 2.23
4075823.4, 739642.88, 403275, 52250, 176027.5, 100055, 1.91
4120572.5, 739649.96, 166450, 0, 0, NA, NA
4092888.8, 739700.53, 64775, 875, 28545, 1862.125, 2.13
4092381.7, 739726.49, 53525, 1100, 14272, 2023.5, 1.84
4064185.9, 739745.36, 363375, 7250, 45327.5, 16829.5, 2.32
4111996.4, 739759.32, 247550, 0, 0, NA, NA
4087160.9, 739805.19, 391925, 78000, 335075, 282475, 3.62
4122137.1, 739806.31, 108225, 33250, 491650, 318525, 9.61
4094401.8, 739836.48, 309050, 15450, 0, 30175, 1.95
4107511, 739854.84, 66275, 4975, 40872.5, 13404.5, 2.69
4108871.7, 739865.64, 29475, 4375, 17848.5, 10587.25, 2.42
4104776.3, 739907.76, 34350, 2900, 24380.5, 7918.5, 2.73
4100483.3, 739914.95, 7625, 0, 3031.5, NA, NA
4088148.3, 739924.95, 11150, 0, 0, NA, NA
4088405.2, 739935.15, 101450, 750, 0, 1318, 1.76
4113684.1, 739992.48, 64325, 8050, 55242.5, 23029.25, 2.86
4107924, 740022.2, 66875, 1100, 56400, 2847.25, 2.59
4055668.3, 740039.95, 8025, 0, 70.98, NA, NA
4094040.8, 740060.57, 35000, 0, 0, NA, NA
4093625.8, 740062.69, 42125, 1650, 18559, 3540.5, 2.15
4098194.6, 740125.18, 29325, 0, 931.25, NA, NA
4063698.5, 740145.44, 31850, 675, 4136.25, 1218.1, 1.8
4111668.3, 740165.77, 26750, 0, 0, NA, NA
4083208.3, 740180.54, 26000, 0, 4062.25, NA, NA
4110142.4, 740191.72, 24150, 0, 5718.75, NA, NA
4082378.3, 740205.07, 118725, 375, 12902.25, 937.4, 2.5
4093415.8, 740215.36, 20050, 0, 11374.75, NA, NA
4114410.2, 740227.53, 141450, 6825, 0, 22752.5, 3.33
4078997.8, 740242.59, 841275, 216750, 729100, 861950, 3.97
4101408.3, 740243.25, 249075, 39000, 211037.5, 129572.5, 3.32
4080085.8, 740247.98, 23625, 0, 2790.5, NA, NA
4109645.7, 740271.67, 168500, 0, 0, NA, NA
4101897.9, 740272.86, 32275, 8250, 51497.5, 26990, 3.27
4057720.8, 740275.31, 62675, 0, 10749.25, NA, NA
4092698.5, 740319.32, 24575, 200, 0, 316.525, 1.58
4087898.3, 740319.95, 17750, 0, 0, NA, NA
4087283.3, 740320.39, 84775, 13800, 44317.5, 30927.5, 2.24
4106309.2, 740349.46, 62350, 0, 0, NA, NA
4084665.8, 740373.4, 33275, 4500, 13251.5, 5535.5, 1.23
4089172.1, 740411.2, 914200, 91250, 0, 337175, 3.69
4110585.8, 740415.22, 52525, 0, 0, NA, NA
4092258.4, 740433.03, 36950, 2625, 8074.25, 6891.25, 2.63
4064095.9, 740455.2, 113050, 2500, 0, 4128.5, 1.65
4054043.3, 740498, 103300, 0, 0, NA, NA
4091991.6, 740507.09, 29100, 1275, 12186.25, 2356.9, 1.85
4084070.8, 740520.33, 120575, 5150, 22047, 6895.75, 1.34
4100283.3, 740524.95, 6725, 0, 0, NA, NA
4107233.3, 740529.95, 7500, 0, 2613, NA, NA
4087780.8, 740600.46, 67775, 0, 0, NA, NA
4068250.8, 740640.22, 113975, 13850, 77275, 31922.5, 2.3
4059208.4, 740655.66, 102400, 7875, 17940.5, 12298.5, 1.56
4108253.3, 740662.62, 126600, 6150, 68802.5, 37127.5, 6.04
4102400.8, 740667.9, 58950, 700, 40592.5, 2297.275, 3.28
4110933.3, 740693.13, 102150, 0, 0, NA, NA
4120913.6, 740706.36, 33025, 3350, 0, 10321.5, 3.08
4111463.3, 740742.83, 15575, 350, 6129.5, 732.85, 2.09
4108995.8, 740779.53, 712250, 82500, 169595, 406950, 4.93
4074213.5, 740790.58, 53250, 6800, 26630, 12661.75, 1.86
4072133.4, 740863.02, 370275, 101500, 451600, 353175, 3.48
4107083.3, 740884.95, 5550, 0, 0, NA, NA
4098681.8, 740901.07, 497275, 124250, 621175, 429025, 3.45
4120780.8, 740938.11, 125450, 0, 60035, NA, NA
4063053.3, 740984.95, 371950, 85250, 210250, 165847.5, 1.95
4089295.8, 740995.82, 49550, 0, 22254.5, NA, NA
4072795.8, 741012.76, 68175, 7975, 35215, 21704.25, 2.72
4096278.3, 741019.43, 36350, 350, 84.3925, 598.775, 1.71
4063278.4, 741032.81, 371950, 86500, 222215, 169397.5, 1.96
4055733.4, 741057.76, 250800, 13350, 67477.5, 30225, 2.26
4068675.8, 741070.24, 48600, 3400, 17011.5, 6447.75, 1.9
4094515.8, 741081.96, 207950, 16625, 40480, 31892.5, 1.92
4091757.3, 741096.63, 22625, 0, 0, NA, NA
4061905.8, 741105.09, 107375, 17025, 46422.5, 26080, 1.53
4056333.3, 741107.83, 156825, 750, 940.575, 1376.15, 1.83
4064615.8, 741107.86, 20750, 1275, 2369.25, 1970.925, 1.55
